,year,date,lake_id,taxon,counted_dem?,dem,infect,count,eggs,counted_all?,fewer_10_hosts?,other_inf_sp,notes,parasite,parasite2,demography
55,2021,6/2/21,Big Sister,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,,check
265,2022,4/8/22,Chapman,dam,yes,A,G,1,0,no,no,NA,NA,gurleya,,adult
266,2022,4/8/22,Chapman,dam,yes,A,L,26,10,no,no,NA,NA,larssonia,,adult
267,2022,4/8/22,Chapman,dam,yes,A,U,116,316,no,no,NA,NA,uninfected,,adult
268,2022,4/8/22,Chapman,dam,yes,J,U,263,NA,no,no,NA,NA,uninfected,,juvenile
269,2022,4/8/22,Chapman,dia,no,NA,U,10,NA,no,no,NA,NA,uninfected,,check
270,2022,4/8/22,Chapman,dpa,yes,A,G,1,0,no,no,NA,NA,gurleya,,adult
158,2022,8/5/22,Big Sister,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
272,2022,4/8/22,Chapman,dpa,yes,A,L,3,0,no,no,NA,NA,larssonia,,adult
273,2022,4/8/22,Chapman,dpa,yes,A,U,98,462,no,no,NA,NA,uninfected,,adult
274,2022,4/8/22,Chapman,dpa,yes,J,U,101,NA,no,no,NA,NA,uninfected,,juvenile
275,2022,4/27/22,Chapman,cer,no,NA,U,115,NA,yes,no,NA,NA,uninfected,,check
276,2022,4/27/22,Chapman,dam,yes,A,L,1,1,yes,no,NA,NA,larssonia,,adult
277,2022,4/27/22,Chapman,dam,yes,A,G,1,0,yes,no,NA,NA,gurleya,,adult
278,2022,4/27/22,Chapman,dam,yes,A,U,14,31,yes,no,NA,NA,uninfected,,adult
279,2022,4/27/22,Chapman,dam,yes,J,U,47,NA,yes,no,NA,NA,uninfected,,juvenile
280,2022,4/27/22,Chapman,dia,no,NA,U,10,NA,yes,no,NA,NA,uninfected,,check
281,2022,4/27/22,Chapman,dpa,yes,A,G,1,0,yes,no,NA,NA,gurleya,,adult
282,2022,4/27/22,Chapman,dpa,yes,A,U,13,34,yes,no,NA,NA,uninfected,,adult
283,2022,4/27/22,Chapman,dpa,yes,J,U,24,NA,yes,no,NA,NA,uninfected,,juvenile
203,2021,9/14/21,Catfish,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,,check
285,2022,5/25/22,Chapman,cer,no,NA,L,1,NA,no,no,NA,NA,larssonia,,check
286,2022,5/25/22,Chapman,cer,no,NA,B,8,NA,no,no,NA,NA,brood,,check
287,2022,5/25/22,Chapman,cer,no,NA,U,360,NA,no,no,NA,NA,uninfected,,check
288,2022,5/25/22,Chapman,dam,yes,A,U,3,0,no,no,NA,NA,uninfected,,adult
289,2022,5/25/22,Chapman,dam,yes,J,U,13,NA,no,no,NA,NA,uninfected,,juvenile
290,2022,5/25/22,Chapman,dpa,yes,A,G,1,0,no,no,NA,NA,gurleya,,adult
291,2022,5/25/22,Chapman,dpa,yes,A,B,2,0,no,no,NA,NA,brood,,adult
292,2022,5/25/22,Chapman,dpa,yes,A,U,21,3,no,no,NA,NA,uninfected,,adult
293,2022,5/25/22,Chapman,dpa,yes,J,U,13,NA,no,no,NA,NA,uninfected,,juvenile
294,2022,6/20/22,Chapman,bos,no,NA,U,11,NA,yes,no,NA,NA,uninfected,,check
295,2022,6/20/22,Chapman,cer,no,NA,U,41,NA,yes,no,NA,NA,uninfected,,check
296,2022,6/20/22,Chapman,dam,yes,A,U,1,2,yes,no,NA,NA,uninfected,,adult
297,2022,6/20/22,Chapman,dam,yes,J,U,15,NA,yes,no,NA,NA,uninfected,,juvenile
298,2022,6/20/22,Chapman,dpa,yes,A,U,31,81,yes,no,NA,NA,uninfected,,adult
299,2022,6/20/22,Chapman,dpa,yes,J,U,37,NA,yes,no,NA,NA,uninfected,,juvenile
300,2022,7/15/22,Chapman,cer,no,NA,U,4,NA,yes,yes,NA,NA,uninfected,,check
301,2022,7/15/22,Chapman,dpa,yes,A,U,2,1,yes,yes,NA,NA,uninfected,,adult
302,2022,7/15/22,Chapman,dpa,yes,J,U,1,NA,yes,yes,NA,NA,uninfected,,juvenile
303,2022,8/9/22,Chapman,bos,no,NA,U,4,NA,yes,no,NA,NA,uninfected,,check
304,2022,8/9/22,Chapman,cer,no,NA,L,2,NA,yes,no,NA,NA,larssonia,,check
305,2022,8/9/22,Chapman,cer,no,NA,U,171,NA,yes,no,NA,NA,uninfected,,check
306,2022,8/9/22,Chapman,dam,yes,A,U,11,14,yes,no,NA,NA,uninfected,,adult
307,2022,8/9/22,Chapman,dam,yes,J,U,22,NA,yes,no,NA,NA,uninfected,,juvenile
308,2022,8/9/22,Chapman,dpa,yes,A,U,4,6,yes,no,NA,NA,uninfected,,adult
309,2021,4/2/21,Deans,bos,no,NA,U,183,NA,no,no,NA,NA,uninfected,,check
310,2021,4/2/21,Deans,cer,no,NA,U,48,NA,no,no,NA,NA,uninfected,,check
311,2021,4/2/21,Deans,dam,no,NA,U,23,NA,no,no,NA,NA,uninfected,,check
312,2021,4/2/21,Deans,dpa,no,NA,U,20,NA,no,no,NA,NA,uninfected,,check
313,2021,4/14/21,Deans,dam,yes,A,L,1,11,no,no,bos + dia + cer,NA,larssonia,,adult
314,2021,4/14/21,Deans,dam,yes,A,L,3,0,no,no,bos + dia + cer,NA,larssonia,,adult
315,2021,4/14/21,Deans,dam,yes,A,U,54,41,no,no,bos + dia + cer,NA,uninfected,,adult
316,2021,4/14/21,Deans,dam,yes,E,U,1,NA,no,no,bos + dia + cer,NA,uninfected,,ephippial
317,2021,4/14/21,Deans,dam,yes,J,U,65,NA,no,no,bos + dia + cer,NA,uninfected,,juvenile
318,2021,4/14/21,Deans,dla,yes,E,U,1,NA,no,no,bos + dia + cer,NA,uninfected,,ephippial
319,2021,4/14/21,Deans,dla,yes,J,U,1,NA,no,no,bos + dia + cer,NA,uninfected,,juvenile
320,2021,4/14/21,Deans,dpa,yes,A,L,2,0,no,no,bos + dia + cer,NA,larssonia,,adult
321,2021,4/14/21,Deans,dpa,yes,A,U,85,74,no,no,bos + dia + cer,NA,uninfected,,adult
322,2021,4/14/21,Deans,dpa,yes,E,U,1,NA,no,no,bos + dia + cer,NA,uninfected,,ephippial
323,2021,4/14/21,Deans,dpa,yes,J,U,66,NA,no,no,bos + dia + cer,NA,uninfected,,juvenile
324,2021,4/14/21,Deans,dpa,yes,M,U,1,NA,no,no,bos + dia + cer,NA,uninfected,,male
325,2021,4/21/21,Deans,dam,yes,A,L,23,2,yes,no,NA,a few laevis,larssonia,,adult
326,2021,4/21/21,Deans,dam,yes,A,U,111,85,yes,no,NA,a few laevis,uninfected,,adult
327,2021,4/21/21,Deans,dam,yes,J,U,70,NA,yes,no,NA,a few laevis,uninfected,,juvenile
328,2021,4/21/21,Deans,dpa,yes,A,L,7,0,yes,no,NA,a few laevis,larssonia,,adult
329,2021,4/21/21,Deans,dpa,yes,A,U,58,64,yes,no,NA,a few laevis,uninfected,,adult
330,2021,4/21/21,Deans,dpa,yes,J,U,83,NA,yes,no,NA,a few laevis,uninfected,,juvenile
331,2021,4/21/21,Deans,dpa,yes,M,U,1,NA,yes,no,NA,a few laevis,uninfected,,male
332,2021,4/28/21,Deans,dam,yes,A,L,5,0,no,no,NA,NA,larssonia,,adult
333,2021,4/28/21,Deans,dam,yes,A,U,123,185,no,no,NA,NA,uninfected,,adult
334,2021,4/28/21,Deans,dam,yes,J,U,66,NA,no,no,NA,NA,uninfected,,juvenile
335,2021,4/28/21,Deans,dpa,yes,A,L,3,0,no,no,NA,NA,larssonia,,adult
336,2021,4/28/21,Deans,dpa,yes,A,U,56,92,no,no,NA,NA,uninfected,,adult
337,2021,4/28/21,Deans,dpa,yes,J,U,69,NA,no,no,NA,NA,uninfected,,juvenile
338,2021,5/5/21,Deans,dam,yes,A,L,8,2,no,no,cer,lots cer; at least one L,larssonia,,adult
339,2021,5/5/21,Deans,dam,yes,A,U,84,109,no,no,cer,lots cer; at least one L,uninfected,,adult
340,2021,5/5/21,Deans,dam,yes,J,U,56,NA,no,no,cer,lots cer; at least one L,uninfected,,juvenile
341,2021,5/5/21,Deans,dpa,yes,A,U,31,34,no,no,cer,lots cer; at least one L,uninfected,,adult
342,2021,5/5/21,Deans,dpa,yes,J,U,19,NA,no,no,cer,lots cer; at least one L,uninfected,,juvenile
343,2021,5/12/21,Deans,dam,yes,A,L,2,0,yes,no,cer,some infected cer,larssonia,,adult
344,2021,5/12/21,Deans,dam,yes,A,U,47,80,yes,no,cer,some infected cer,uninfected,,adult
345,2021,5/12/21,Deans,dam,yes,J,U,35,NA,yes,no,cer,some infected cer,uninfected,,juvenile
346,2021,5/12/21,Deans,dpa,yes,A,L,1,0,yes,no,cer,some infected cer,larssonia,,adult
347,2021,5/12/21,Deans,dpa,yes,A,U,12,23,yes,no,cer,some infected cer,uninfected,,adult
348,2021,5/12/21,Deans,dpa,yes,J,U,9,NA,yes,no,cer,some infected cer,uninfected,,juvenile
349,2021,5/19/21,Deans,dam,yes,A,L,1,0,yes,no,NA,NA,larssonia,,adult
350,2021,5/19/21,Deans,dam,yes,A,U,49,81,yes,no,NA,NA,uninfected,,adult
351,2021,5/19/21,Deans,dam,yes,J,U,48,NA,yes,no,NA,NA,uninfected,,juvenile
352,2021,5/19/21,Deans,dpa,yes,A,U,27,65,yes,no,NA,NA,uninfected,,adult
353,2021,5/19/21,Deans,dpa,yes,J,U,12,NA,yes,no,NA,NA,uninfected,,juvenile
354,2021,5/26/21,Deans,dam,yes,A,L,2,0,yes,no,NA,NA,larssonia,,adult
355,2021,5/26/21,Deans,dam,yes,A,U,94,156,yes,no,NA,NA,uninfected,,adult
356,2021,5/26/21,Deans,dam,yes,J,U,71,NA,yes,no,NA,NA,uninfected,,juvenile
357,2021,5/26/21,Deans,dpa,yes,A,U,20,43,yes,no,NA,NA,uninfected,,adult
358,2021,5/26/21,Deans,dpa,yes,J,U,8,NA,yes,no,NA,NA,uninfected,,juvenile
359,2021,6/2/21,Deans,dam,yes,A,L,2,1,no,no,NA,NA,larssonia,,adult
360,2021,6/2/21,Deans,dam,yes,A,U,134,207,no,no,NA,NA,uninfected,,adult
361,2021,6/2/21,Deans,dam,yes,E,L,1,NA,no,no,NA,NA,larssonia,,ephippial
362,2021,6/2/21,Deans,dam,yes,E,U,1,NA,no,no,NA,NA,uninfected,,ephippial
363,2021,6/2/21,Deans,dam,yes,J,U,198,NA,no,no,NA,NA,uninfected,,juvenile
364,2021,6/2/21,Deans,dpa,yes,A,L,1,0,no,no,NA,NA,larssonia,,adult
365,2021,6/2/21,Deans,dpa,yes,A,U,26,22,no,no,NA,NA,uninfected,,adult
366,2021,6/2/21,Deans,dpa,yes,J,U,28,NA,no,no,NA,NA,uninfected,,juvenile
367,2021,6/23/21,Deans,dam,yes,A,L,3,0,no,no,dia,NA,larssonia,,adult
368,2021,6/23/21,Deans,dam,yes,A,U,152,140,no,no,dia,NA,uninfected,,adult
369,2021,6/23/21,Deans,dam,yes,J,U,219,NA,no,no,dia,NA,uninfected,,juvenile
370,2021,6/23/21,Deans,dpa,yes,A,U,134,158,no,no,dia,NA,uninfected,,adult
371,2021,6/23/21,Deans,dpa,yes,J,U,62,NA,no,no,dia,NA,uninfected,,juvenile
372,2021,7/13/21,Deans,dam,yes,A,L,4,0,no,no,NA,NA,larssonia,,adult
373,2021,7/13/21,Deans,dam,yes,A,U,106,2,no,no,NA,NA,uninfected,,adult
374,2021,7/13/21,Deans,dam,yes,J,U,106,NA,no,no,NA,NA,uninfected,,juvenile
375,2021,7/13/21,Deans,dia,no,NA,L,20,NA,no,no,NA,NA,larssonia,,check
376,2021,7/13/21,Deans,dia,no,NA,U,235,NA,no,no,NA,NA,uninfected,,check
377,2021,7/13/21,Deans,dpa,yes,A,L,1,0,no,no,NA,NA,larssonia,,adult
378,2021,7/13/21,Deans,dpa,yes,A,U,84,7,no,no,NA,NA,uninfected,,adult
379,2021,7/13/21,Deans,dpa,yes,J,U,85,NA,no,no,NA,NA,uninfected,,juvenile
380,2021,8/4/21,Deans,dla,yes,J,U,2,NA,yes,no,NA,NA,uninfected,,juvenile
381,2021,8/4/21,Deans,dpa,yes,A,L,1,0,yes,no,NA,NA,larssonia,,adult
382,2021,8/4/21,Deans,dpa,yes,A,U,18,18,yes,no,NA,NA,uninfected,,adult
383,2021,8/4/21,Deans,dpa,yes,J,U,9,NA,yes,no,NA,NA,uninfected,,juvenile
384,2021,8/26/21,Deans,dam,yes,A,L,1,0,yes,no,NA,NA,larssonia,,adult
385,2021,8/26/21,Deans,dam,yes,A,U,5,5,yes,no,NA,NA,uninfected,,adult
386,2021,8/26/21,Deans,dam,yes,J,U,4,NA,yes,no,NA,NA,uninfected,,juvenile
387,2021,8/26/21,Deans,dpa,yes,A,U,25,33,yes,no,NA,NA,uninfected,,adult
388,2021,8/26/21,Deans,dpa,yes,J,U,17,NA,yes,no,NA,NA,uninfected,,juvenile
389,2021,9/14/21,Deans,dam,yes,A,L,1,0,yes,no,NA,NA,larssonia,,adult
390,2021,9/14/21,Deans,dam,yes,A,U,12,5,yes,no,NA,NA,uninfected,,adult
391,2021,9/14/21,Deans,dam,yes,J,U,22,NA,yes,no,NA,NA,uninfected,,juvenile
392,2021,9/14/21,Deans,dpa,yes,A,L,1,0,yes,no,NA,NA,larssonia,,adult
393,2021,9/14/21,Deans,dpa,yes,A,U,76,41,yes,no,NA,NA,uninfected,,adult
394,2021,9/14/21,Deans,dpa,yes,J,U,59,NA,yes,no,NA,NA,uninfected,,juvenile
395,2021,10/12/21,Deans,dam,yes,A,L,2,0,yes,no,cer,NA,larssonia,,adult
396,2021,10/12/21,Deans,dam,yes,A,U,34,41,yes,no,cer,NA,uninfected,,adult
397,2021,10/12/21,Deans,dam,yes,J,U,28,NA,yes,no,cer,NA,uninfected,,juvenile
398,2021,10/12/21,Deans,dpa,yes,A,L,1,0,yes,no,cer,NA,larssonia,,adult
399,2021,10/12/21,Deans,dpa,yes,A,U,20,36,yes,no,cer,NA,uninfected,,adult
400,2021,10/12/21,Deans,dpa,yes,J,U,13,NA,yes,no,cer,NA,uninfected,,juvenile
401,2021,11/2/21,Deans,dam,yes,A,U,11,11,yes,no,NA,NA,uninfected,,adult
402,2021,11/2/21,Deans,dam,yes,J,U,29,NA,yes,no,NA,NA,uninfected,,juvenile
403,2021,11/22/21,Deans,cer,no,NA,L,1,NA,no,no,NA,NA,larssonia,,check
404,2021,11/22/21,Deans,cer,no,NA,U,60,NA,no,no,NA,NA,uninfected,,check
405,2021,11/22/21,Deans,dam,yes,A,U,52,67,no,no,NA,NA,uninfected,,adult
406,2021,11/22/21,Deans,dam,yes,J,U,97,NA,no,no,NA,NA,uninfected,,juvenile
407,2021,11/22/21,Deans,dia,no,NA,L,1,NA,no,no,NA,NA,larssonia,,check
408,2021,11/22/21,Deans,dia,no,NA,U,106,NA,no,no,NA,NA,uninfected,,check
409,2021,11/22/21,Deans,dpa,yes,A,U,22,23,no,no,NA,NA,uninfected,,adult
410,2021,11/22/21,Deans,dpa,yes,J,U,10,NA,no,no,NA,NA,uninfected,,juvenile
411,2021,12/14/21,Deans,cer,no,NA,U,124,NA,no,no,NA,NA,uninfected,,check
412,2021,12/14/21,Deans,dam,yes,A,L,1,0,no,no,NA,NA,larssonia,,adult
413,2021,12/14/21,Deans,dam,yes,A,U,107,174,no,no,NA,NA,uninfected,,adult
414,2021,12/14/21,Deans,dam,yes,J,U,227,NA,no,no,NA,NA,uninfected,,juvenile
415,2021,12/14/21,Deans,dia,no,NA,U,104,NA,no,no,NA,NA,uninfected,,check
416,2021,12/14/21,Deans,dpa,yes,A,U,8,13,no,no,NA,NA,uninfected,,adult
417,2021,12/14/21,Deans,dpa,yes,J,U,2,NA,no,no,NA,NA,uninfected,,juvenile
418,2022,1/5/22,Deans,cer,no,NA,U,102,NA,no,no,NA,NA,uninfected,,check
419,2022,1/5/22,Deans,dam,yes,A,U,94,109,no,no,NA,NA,uninfected,,adult
420,2022,1/5/22,Deans,dam,yes,J,U,207,NA,no,no,NA,NA,uninfected,,juvenile
421,2022,1/5/22,Deans,dia,no,NA,U,42,NA,no,no,NA,NA,uninfected,,check
422,2022,1/5/22,Deans,dpa,yes,A,U,13,9,no,no,NA,NA,uninfected,,adult
423,2022,1/5/22,Deans,dpa,yes,J,U,24,NA,no,no,NA,NA,uninfected,,juvenile
424,2022,1/27/22,Deans,cer,no,NA,U,124,NA,no,no,NA,NA,uninfected,,check
425,2022,1/27/22,Deans,dam,yes,A,L,2,NA,no,no,NA,NA,larssonia,,adult
426,2022,1/27/22,Deans,dam,yes,A,U,131,206,no,no,NA,NA,uninfected,,adult
427,2022,1/27/22,Deans,dam,yes,J,U,250,NA,no,no,NA,NA,uninfected,,juvenile
428,2022,1/27/22,Deans,dia,no,NA,U,65,NA,no,no,NA,NA,uninfected,,check
429,2022,1/27/22,Deans,dpa,yes,A,U,31,40,no,no,NA,NA,uninfected,,adult
430,2022,1/27/22,Deans,dpa,yes,J,U,51,NA,no,no,NA,NA,uninfected,,juvenile
431,2022,1/27/22,Deans,dpa,yes,M,U,4,NA,no,no,NA,NA,uninfected,,male
432,2022,2/18/22,Deans,cer,no,NA,U,4,NA,no,no,NA,NA,uninfected,,check
433,2022,2/18/22,Deans,dam,yes,A,U,125,172,no,no,NA,NA,uninfected,,adult
434,2022,2/18/22,Deans,dam,yes,J,U,208,NA,no,no,NA,NA,uninfected,,juvenile
435,2022,2/18/22,Deans,dia,no,NA,U,4,NA,no,no,NA,NA,uninfected,,check
436,2022,2/18/22,Deans,dla,yes,J,U,1,NA,no,no,NA,NA,uninfected,,juvenile
437,2022,2/18/22,Deans,dpa,yes,A,U,9,12,no,no,NA,NA,uninfected,,adult
438,2022,2/18/22,Deans,dpa,yes,J,U,14,NA,no,no,NA,NA,uninfected,,juvenile
439,2022,3/7/22,Deans,cer,no,NA,U,2,NA,no,no,NA,NA,uninfected,,check
440,2022,3/7/22,Deans,dam,yes,A,L,2,0,no,no,NA,NA,larssonia,,adult
441,2022,3/7/22,Deans,dam,yes,A,U,200,356,no,no,NA,NA,uninfected,,adult
442,2022,3/7/22,Deans,dam,yes,E,U,2,NA,no,no,NA,NA,uninfected,,ephippial
443,2022,3/7/22,Deans,dam,yes,J,U,158,NA,no,no,NA,NA,uninfected,,juvenile
444,2022,3/7/22,Deans,dam,yes,M,U,1,NA,no,no,NA,NA,uninfected,,male
445,2022,3/7/22,Deans,dia,no,NA,U,8,NA,no,no,NA,NA,uninfected,,check
446,2022,3/7/22,Deans,dpa,yes,A,L,1,0,no,no,NA,NA,larssonia,,adult
447,2022,3/7/22,Deans,dpa,yes,A,U,27,84,no,no,NA,NA,uninfected,,adult
448,2022,3/7/22,Deans,dpa,yes,J,U,23,NA,no,no,NA,NA,uninfected,,juvenile
449,2022,3/28/22,Deans,cer,no,NA,U,13,NA,no,no,NA,NA,uninfected,,check
450,2022,3/28/22,Deans,dam,yes,A,L,20,2,no,no,NA,NA,larssonia,,adult
451,2022,3/28/22,Deans,dam,yes,A,U,117,85,no,no,NA,NA,uninfected,,adult
452,2022,3/28/22,Deans,dam,yes,E,U,3,NA,no,no,NA,NA,uninfected,,ephippial
453,2022,3/28/22,Deans,dam,yes,J,U,196,NA,no,no,NA,NA,uninfected,,juvenile
454,2022,3/28/22,Deans,dam,yes,M,U,1,NA,no,no,NA,NA,uninfected,,male
455,2022,3/28/22,Deans,dia,no,NA,L,1,NA,no,no,NA,NA,larssonia,,check
456,2022,3/28/22,Deans,dia,no,NA,U,34,NA,no,no,NA,NA,uninfected,,check
457,2022,3/28/22,Deans,dpa,yes,A,U,23,13,no,no,NA,NA,uninfected,,adult
458,2022,3/28/22,Deans,dpa,yes,J,U,25,NA,no,no,NA,NA,uninfected,,juvenile
459,2022,4/21/22,Deans,cer,no,NA,U,122,NA,no,no,NA,NA,uninfected,,check
460,2022,4/21/22,Deans,dam,yes,A,L,12,0,no,no,NA,NA,larssonia,,adult
461,2022,4/21/22,Deans,dam,yes,A,U,25,30,no,no,NA,NA,uninfected,,adult
462,2022,4/21/22,Deans,dam,yes,J,U,55,NA,no,no,NA,NA,uninfected,,juvenile
463,2022,4/21/22,Deans,dia,no,NA,L,16,NA,no,no,NA,NA,larssonia,,check
464,2022,4/21/22,Deans,dia,no,NA,U,177,NA,no,no,NA,NA,uninfected,,check
465,2022,4/21/22,Deans,dla,yes,A,U,1,4,no,no,NA,NA,uninfected,,adult
466,2022,4/21/22,Deans,dla,yes,J,U,6,NA,no,no,NA,NA,uninfected,,juvenile
467,2022,4/21/22,Deans,dpa,yes,A,L,4,1,no,no,NA,NA,larssonia,,adult
468,2022,4/21/22,Deans,dpa,yes,A,U,38,34,no,no,NA,NA,uninfected,,adult
469,2022,4/21/22,Deans,dpa,yes,J,U,40,NA,no,no,NA,NA,uninfected,,juvenile
470,2022,5/11/22,Deans,cer,no,NA,U,113,NA,no,no,NA,NA,uninfected,,check
471,2022,5/11/22,Deans,dam,yes,A,U,39,41,no,no,NA,NA,uninfected,,adult
472,2022,5/11/22,Deans,dam,yes,J,U,41,NA,no,no,NA,NA,uninfected,,juvenile
473,2022,5/11/22,Deans,dia,no,NA,L,1,NA,no,no,NA,NA,larssonia,,check
474,2022,5/11/22,Deans,dia,no,NA,U,131,NA,no,no,NA,NA,uninfected,,check
475,2022,5/11/22,Deans,dpa,yes,A,U,22,20,no,no,NA,NA,uninfected,,adult
476,2022,5/11/22,Deans,dpa,yes,J,U,41,NA,no,no,NA,NA,uninfected,,juvenile
505,2021,4/14/21,Deer,bos,no,NA,NA,3,NA,no,no,NA,way undercounted bos,NA,,check
478,2022,6/3/22,Deans,bos,no,NA,U,164,NA,no,no,NA,NA,uninfected,,check
552,2021,6/2/21,Deer,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
480,2022,6/3/22,Deans,cer,no,NA,U,261,NA,no,no,NA,NA,uninfected,,check
481,2022,6/3/22,Deans,dam,yes,A,U,19,27,no,no,NA,NA,uninfected,,adult
482,2022,6/3/22,Deans,dam,yes,J,U,49,NA,no,no,NA,NA,uninfected,,juvenile
483,2022,6/3/22,Deans,dla,yes,A,U,2,0,no,no,NA,NA,uninfected,,adult
484,2022,6/3/22,Deans,dpa,yes,A,U,112,138,no,no,NA,NA,uninfected,,adult
485,2022,6/3/22,Deans,dpa,yes,J,U,80,NA,no,no,NA,NA,uninfected,,juvenile
486,2022,6/22/22,Deans,bos,no,NA,U,119,NA,no,no,NA,NA,uninfected,,check
487,2022,6/22/22,Deans,cer,no,NA,U,365,NA,no,no,NA,NA,uninfected,,check
488,2022,6/22/22,Deans,dam,yes,A,U,39,50,no,no,NA,NA,uninfected,,adult
489,2022,6/22/22,Deans,dam,yes,J,U,47,NA,no,no,NA,NA,uninfected,,juvenile
490,2022,6/22/22,Deans,dia,no,NA,U,1,NA,no,no,NA,NA,uninfected,,check
491,2022,6/22/22,Deans,dpa,yes,A,U,5,5,no,no,NA,NA,uninfected,,adult
492,2022,6/22/22,Deans,dpa,yes,J,U,5,NA,no,no,NA,NA,uninfected,,juvenile
493,2022,7/13/22,Deans,bos,no,NA,M,3,NA,no,no,NA,NA,metsch,,check
494,2022,7/13/22,Deans,bos,no,NA,U,544,NA,no,no,NA,NA,uninfected,,check
495,2022,7/13/22,Deans,cer,no,NA,L,2,NA,no,no,NA,NA,larssonia,,check
496,2022,7/13/22,Deans,cer,no,NA,U,70,NA,no,no,NA,NA,uninfected,,check
497,2022,7/13/22,Deans,dam,yes,A,U,10,6,no,no,NA,NA,uninfected,,adult
498,2022,7/13/22,Deans,dam,yes,J,U,13,NA,no,no,NA,NA,uninfected,,juvenile
499,2022,7/13/22,Deans,dia,no,NA,U,3,NA,no,no,NA,NA,uninfected,,check
500,2022,7/13/22,Deans,dpa,yes,A,U,5,5,no,no,NA,NA,uninfected,,adult
501,2022,7/13/22,Deans,dpa,yes,J,U,9,NA,no,no,NA,NA,uninfected,,juvenile
502,2022,8/5/22,Deans,bos,no,NA,M,1,NA,no,no,NA,NA,metsch,,check
503,2022,8/5/22,Deans,bos,no,NA,U,530,NA,no,no,NA,NA,uninfected,,check
504,2022,8/5/22,Deans,cer,no,NA,U,1,NA,no,no,NA,NA,uninfected,,check
558,2021,8/26/21,Deer,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
506,2021,4/14/21,Deer,dam,yes,A,U,1,8,no,no,NA,"probably dpa, not dam",uninfected,,adult
507,2021,4/14/21,Deer,dam,yes,J,U,25,NA,no,no,NA,"probably dpa, not dam",uninfected,,juvenile
508,2021,4/14/21,Deer,dam,yes,M,B,8,NA,no,no,NA,"probably dpa, not dam",brood,,male
509,2021,4/14/21,Deer,dla,yes,A,U,2,NA,no,no,NA,NA,uninfected,,adult
510,2021,4/14/21,Deer,dla,yes,A,L,2,0,no,no,NA,NA,larssonia,,adult
511,2021,4/14/21,Deer,dla,yes,A,U,12,19,no,no,NA,NA,uninfected,,adult
512,2021,4/14/21,Deer,dla,yes,E,U,4,NA,no,no,NA,NA,uninfected,,ephippial
513,2021,4/14/21,Deer,dla,yes,J,U,230,NA,no,no,NA,NA,uninfected,,juvenile
514,2021,4/14/21,Deer,dla,yes,M,U,6,NA,no,no,NA,NA,uninfected,,male
515,2021,4/21/21,Deer,dam,yes,A,U,1,0,no,no,NA,NA,uninfected,,adult
516,2021,4/21/21,Deer,dam,yes,A,L,3,0,no,no,NA,NA,larssonia,,adult
517,2021,4/21/21,Deer,dam,yes,A,U,42,0,no,no,NA,NA,uninfected,,adult
518,2021,4/21/21,Deer,dam,yes,J,U,24,NA,no,no,NA,NA,uninfected,,juvenile
519,2021,4/21/21,Deer,dam,yes,M,U,8,NA,no,no,NA,NA,uninfected,,male
520,2021,4/21/21,Deer,dla,yes,A,L,8,0,no,no,NA,NA,larssonia,,adult
521,2021,4/21/21,Deer,dla,yes,A,U,104,9,no,no,NA,NA,uninfected,,adult
522,2021,4/21/21,Deer,dla,yes,J,U,202,NA,no,no,NA,NA,uninfected,,juvenile
523,2021,4/21/21,Deer,dla,yes,M,U,2,NA,no,no,NA,NA,uninfected,,male
524,2021,4/28/21,Deer,dam,yes,A,L,3,0,no,no,NA,NA,larssonia,,adult
525,2021,4/28/21,Deer,dam,yes,A,U,26,28,no,no,NA,NA,uninfected,,adult
526,2021,4/28/21,Deer,dam,yes,J,U,13,NA,no,no,NA,NA,uninfected,,juvenile
527,2021,4/28/21,Deer,dam,yes,M,U,3,NA,no,no,NA,NA,uninfected,,male
528,2021,4/28/21,Deer,dla,yes,A,L,7,0,no,no,NA,NA,larssonia,,adult
529,2021,4/28/21,Deer,dla,yes,A,U,88,234,no,no,NA,NA,uninfected,,adult
530,2021,4/28/21,Deer,dla,yes,J,L,4,NA,no,no,NA,NA,larssonia,,juvenile
531,2021,4/28/21,Deer,dla,yes,J,U,206,NA,no,no,NA,NA,uninfected,,juvenile
532,2021,5/5/21,Deer,dam,yes,A,L,1,0,no,no,dia,NA,larssonia,,adult
533,2021,5/5/21,Deer,dam,yes,A,U,10,0,no,no,dia,NA,uninfected,,adult
534,2021,5/5/21,Deer,dam,yes,E,U,2,NA,no,no,dia,NA,uninfected,,ephippial
535,2021,5/5/21,Deer,dam,yes,J,U,4,NA,no,no,dia,NA,uninfected,,juvenile
536,2021,5/5/21,Deer,dam,yes,M,U,2,NA,no,no,dia,NA,uninfected,,male
537,2021,5/5/21,Deer,dla,yes,A,L,18,0,no,no,dia,NA,larssonia,,adult
538,2021,5/5/21,Deer,dla,yes,A,U,81,78,no,no,dia,NA,uninfected,,adult
539,2021,5/5/21,Deer,dla,yes,E,U,8,NA,no,no,dia,NA,uninfected,,ephippial
